image,category,tags
8232.jpg,Bag,"['black', 'Handbag', 'grey']"
35901.jpg,Bag,"['Handbag', 'brown']"
21974.jpg,Bag,"['casual', 'Handbag', 'green']"
25238.jpg,Bag,"['black', 'Handbag', 'grey']"
27739.jpg,Bag,"['black', 'Handbag', 'yellow']"
27732.jpg,Bag,"['Handbag', 'formal', 'brown']"
36523.jpg,Bag,"['Handbag', 'pink']"
57837.jpg,Bag,"['black', 'Handbag']"
43273.jpg,Bag,"['black', 'Handbag']"
21985.jpg,Bag,"['Handbag', 'casual', 'brown', 'grey']"
21498.jpg,Bag,"['black', 'Handbag', 'casual']"
42935.jpg,Bag,"['Handbag', 'green', 'brown']"
34761.jpg,Bag,"['Handbag', 'blue', 'white']"
25148.jpg,Bag,"['Handbag', 'brown']"
34769.jpg,Bag,"['Handbag', 'red', 'white']"
47368.jpg,Bag,"['Handbag', 'brown']"
33453.jpg,Bag,"['Handbag', 'red']"
53698.jpg,Bag,"['Handbag', 'white', 'brown']"
53963.jpg,Bag,"['Handbag', 'brown']"
53672.jpg,Bag,"['Handbag', 'yellow']"
25191.jpg,Bag,"['Handbag', 'formal', 'brown']"
58267.jpg,Bag,['Handbag']
25272.jpg,Bag,"['Handbag', 'red']"
20527.jpg,Bag,"['Handbag', 'casual', 'brown', 'purple']"
22563.jpg,Bag,"['Handbag', 'casual', 'brown']"
21937.jpg,Bag,"['black', 'Handbag', 'casual']"
8235.jpg,Bag,"['black', 'Handbag', 'casual']"
53684.jpg,Bag,"['Handbag', 'purple']"
42844.jpg,Bag,"['black', 'Handbag']"
34880.jpg,Bag,"['Handbag', 'blue']"
47419.jpg,Bag,"['black', 'Handbag', 'autumn', 'elegant']"
51918.jpg,Bag,"['Handbag', 'green']"
22660.jpg,Bag,"['Handbag', 'blue', 'grey']"
10253.jpg,Bag,"['Handbag', 'green']"
8251.jpg,Bag,"['Handbag', 'casual', 'white']"
25173.jpg,Bag,"['Handbag', 'brown']"
19780.jpg,Bag,"['Handbag', 'blue', 'casual']"
27689.jpg,Bag,"['Handbag', 'elegant', 'brown']"
50243.jpg,Bag,"['Handbag', 'red']"
20512.jpg,Bag,"['Handbag', 'blue', 'casual']"
25209.jpg,Bag,"['Handbag', 'grey']"
20612.jpg,Bag,"['Handbag', 'pink', 'casual']"
21997.jpg,Bag,"['Handbag', 'pink', 'casual']"
42881.jpg,Bag,"['Handbag', 'blue', 'grey']"
58178.jpg,Bag,"['Handbag', 'yellow', 'grey']"
14804.jpg,Bag,"['black', 'Handbag', 'casual']"
10223.jpg,Bag,"['Handbag', 'casual', 'green']"
49546.jpg,Bag,"['Handbag', 'red']"
54495.jpg,Bag,"['black', 'Handbag']"
50425.jpg,Bag,"['Handbag', 'red']"
8519.jpg,Bag,"['summer', 'blue', 'pink', 'casual', 'Handbag']"
49543.jpg,Bag,"['orange', 'Handbag']"
42880.jpg,Bag,"['orange', 'Handbag']"
21552.jpg,Bag,"['Handbag', 'elegant', 'purple']"
51947.jpg,Bag,"['black', 'Handbag']"
42873.jpg,Bag,"['Handbag', 'brown']"
25287.jpg,Bag,"['Handbag', 'red']"
47334.jpg,Bag,"['autumn', 'elegant', 'grey', 'green', 'Handbag']"
1598.jpg,Bag,"['Handbag', 'blue']"
20421.jpg,Bag,"['Handbag', 'elegant', 'brown']"
21948.jpg,Bag,"['Handbag', 'casual', 'brown', 'grey']"
34767.jpg,Bag,"['black', 'Handbag', 'yellow']"
25193.jpg,Bag,"['Handbag', 'yellow']"
33425.jpg,Bag,"['Handbag', 'brown']"
25201.jpg,Bag,"['Handbag', 'yellow']"
57244.jpg,Bag,"['Handbag', 'yellow']"
21509.jpg,Bag,"['black', 'Handbag', 'elegant']"
2658.jpg,Bag,"['Handbag', 'pink']"
47337.jpg,Bag,"['autumn', 'Handbag', 'green', 'elegant']"
3390.jpg,Bag,"['yellow', 'black', 'white', 'Handbag', 'brown']"
10242.jpg,Bag,"['Handbag', 'grey']"
21557.jpg,Bag,"['Handbag', 'elegant', 'purple']"
37075.jpg,Bag,"['casual', 'Handbag', 'blue']"
20602.jpg,Bag,"['Handbag', 'casual', 'red', 'white']"
53895.jpg,Bag,"['Handbag', 'pink', 'brown']"
53665.jpg,Bag,"['Handbag', 'white', 'yellow']"
22661.jpg,Bag,"['Handbag', 'grey', 'purple']"
43271.jpg,Bag,"['black', 'Handbag']"
10728.jpg,Bag,"['Handbag', 'brown']"
2664.jpg,Bag,"['Handbag', 'brown']"
47423.jpg,Bag,"['Handbag', 'pink']"
25217.jpg,Bag,"['Handbag', 'pink']"
35915.jpg,Bag,"['Handbag', 'blue']"
14810.jpg,Bag,"['Handbag', 'casual', 'brown']"
25179.jpg,Bag,"['Handbag', 'brown']"
58931.jpg,Bag,"['Handbag', 'pink', 'white']"
21941.jpg,Bag,"['black', 'Handbag', 'casual']"
21539.jpg,Bag,"['black', 'Handbag']"
54501.jpg,Bag,"['Handbag', 'brown']"
20966.jpg,Bag,"['Handbag', 'casual', 'yellow']"
27060.jpg,Bag,"['Handbag', 'brown']"
25290.jpg,Bag,"['Handbag', 'brown']"
9008.jpg,Bag,['Handbag']
29736.jpg,Bag,"['Handbag', 'elegant']"
31912.jpg,Bag,"['Handbag', 'green']"
36996.jpg,Bag,"['Handbag', 'purple']"
35903.jpg,Bag,"['Handbag', 'pink', 'brown']"
20524.jpg,Bag,"['black', 'Handbag']"
14798.jpg,Bag,"['Handbag', 'casual', 'brown']"
53719.jpg,Bag,"['Handbag', 'grey']"
21562.jpg,Bag,"['Handbag', 'elegant', 'purple']"
22011.jpg,Bag,"['casual', 'Handbag', 'blue', 'grey']"
34898.jpg,Bag,['Handbag']
47418.jpg,Bag,"['Handbag', 'yellow']"
37082.jpg,Bag,"['Handbag', 'casual', 'brown']"
50239.jpg,Bag,"['Handbag', 'blue']"
58279.jpg,Bag,"['Handbag', 'white']"
26427.jpg,Bag,"['Handbag', 'red']"
10209.jpg,Bag,"['Handbag', 'casual', 'grey']"
9485.jpg,Bag,"['black', 'Handbag']"
36037.jpg,Bag,"['Handbag', 'yellow', 'brown']"
58185.jpg,Bag,"['Handbag', 'purple']"
58925.jpg,Bag,"['Handbag', 'white', 'brown']"
14881.jpg,Bag,"['black', 'Handbag', 'casual']"
2656.jpg,Bag,"['Handbag', 'casual', 'grey']"
25164.jpg,Bag,"['black', 'Handbag']"
25258.jpg,Bag,"['Handbag', 'white']"
25223.jpg,Bag,"['Handbag', 'pink']"
52632.jpg,Bag,"['Handbag', 'blue', 'yellow']"
20041.jpg,Bag,"['Handbag', 'grey']"
10228.jpg,Bag,"['Handbag', 'casual', 'green']"
33433.jpg,Bag,"['Handbag', 'green']"
47399.jpg,Bag,"['Handbag', 'green']"
53064.jpg,Bag,"['Handbag', 'brown']"
25269.jpg,Bag,"['Handbag', 'red']"
52652.jpg,Bag,"['Handbag', 'pink', 'white']"
3404.jpg,Bag,"['black', 'blue', 'red', 'yellow', 'Handbag', 'brown', 'grey']"
21947.jpg,Bag,"['Handbag', 'elegant', 'red', 'grey']"
15660.jpg,Bag,"['Handbag', 'winter']"
21989.jpg,Bag,"['Handbag', 'pink', 'formal']"
37856.jpg,Bag,"['black', 'Handbag']"
35912.jpg,Bag,"['black', 'Handbag', 'pink']"
52636.jpg,Bag,"['black', 'Handbag']"
20600.jpg,Bag,"['Handbag', 'casual', 'red']"
29730.jpg,Bag,"['Handbag', 'elegant']"
54476.jpg,Bag,"['Handbag', 'brown']"
37074.jpg,Bag,"['black', 'Handbag', 'casual']"
25160.jpg,Bag,"['black', 'Handbag']"
53891.jpg,Bag,"['Handbag', 'grey']"
50430.jpg,Bag,"['Handbag', 'green']"
25259.jpg,Bag,"['Handbag', 'yellow']"
3400.jpg,Bag,"['black', 'blue', 'red', 'yellow', 'white', 'Handbag', 'brown', 'grey']"
47326.jpg,Bag,"['autumn', 'Handbag', 'green', 'elegant']"
47794.jpg,Bag,"['Handbag', 'brown']"
16761.jpg,Bag,"['Handbag', 'green']"
37079.jpg,Bag,"['Handbag', 'casual', 'purple']"
17133.jpg,Bag,"['Handbag', 'red']"
52655.jpg,Bag,"['orange', 'Handbag', 'green']"
47347.jpg,Bag,['Handbag']
33415.jpg,Bag,"['Handbag', 'casual', 'purple']"
47306.jpg,Bag,"['autumn', 'Handbag', 'elegant', 'purple']"
38455.jpg,Bag,"['Handbag', 'blue', 'casual']"
27740.jpg,Bag,"['Handbag', 'blue', 'formal']"
2644.jpg,Bag,"['Handbag', 'red', 'yellow']"
52634.jpg,Bag,"['Handbag', 'brown']"
21556.jpg,Bag,"['Handbag', 'pink', 'elegant']"
38464.jpg,Bag,"['Handbag', 'casual', 'green', 'brown']"
27667.jpg,Bag,"['formal', 'Handbag', 'white', 'brown']"
27683.jpg,Bag,"['Handbag', 'elegant', 'white']"
57240.jpg,Bag,"['black', 'Handbag']"
53997.jpg,Bag,"['Handbag', 'grey']"
37431.jpg,Bag,"['black', 'Handbag', 'elegant']"
46982.jpg,Bag,"['black', 'Handbag', 'spring']"
27693.jpg,Bag,"['Handbag', 'red', 'formal']"
51942.jpg,Bag,"['Handbag', 'purple']"
36674.jpg,Bag,"['orange', 'Handbag', 'brown']"
52654.jpg,Bag,"['orange', 'Handbag', 'green', 'yellow']"
27685.jpg,Bag,"['Handbag', 'elegant', 'purple']"
25248.jpg,Bag,"['orange', 'Handbag']"
47881.jpg,Bag,"['black', 'Handbag']"
38453.jpg,Bag,"['Handbag', 'pink', 'casual']"
53680.jpg,Bag,"['Handbag', 'brown']"
9007.jpg,Bag,"['black', 'Handbag', 'grey']"
53710.jpg,Bag,"['Handbag', 'green']"
47127.jpg,Bag,"['Handbag', 'pink', 'white', 'grey']"
18032.jpg,Bag,"['Handbag', 'formal', 'yellow']"
46984.jpg,Bag,"['black', 'Handbag', 'spring', 'yellow']"
36673.jpg,Bag,"['Handbag', 'purple']"
20491.jpg,Bag,"['Handbag', 'casual', 'red']"
53715.jpg,Bag,"['Handbag', 'white']"
9925.jpg,Bag,"['black', 'Handbag', 'purple']"
18030.jpg,Bag,"['Handbag', 'elegant']"
26433.jpg,Bag,"['black', 'Handbag']"
39936.jpg,Bag,"['black', 'Handbag', 'red']"
14802.jpg,Bag,"['Handbag', 'casual', 'red']"
9584.jpg,Bag,"['black', 'Handbag', 'grey']"
21550.jpg,Bag,"['Handbag', 'elegant', 'red']"
51905.jpg,Bag,"['Handbag', 'blue']"
27687.jpg,Bag,"['Handbag', 'elegant', 'brown']"
53902.jpg,Bag,"['Handbag', 'brown']"
24654.jpg,Bag,"['Handbag', 'casual', 'brown']"
53661.jpg,Bag,"['Handbag', 'pink']"
25267.jpg,Bag,"['Handbag', 'red']"
20929.jpg,Bag,"['black', 'Handbag', 'casual']"
54177.jpg,Bag,"['Handbag', 'yellow']"
48130.jpg,Bag,"['black', 'Handbag']"
54807.jpg,Bag,"['Handbag', 'blue', 'white', 'brown']"
57238.jpg,Bag,"['Handbag', 'purple']"
53921.jpg,Bag,"['Handbag', 'brown']"
57252.jpg,Bag,"['Handbag', 'blue', 'grey']"
42839.jpg,Bag,"['Handbag', 'brown']"
37006.jpg,Bag,"['Handbag', 'blue']"
43292.jpg,Bag,"['Handbag', 'pink', 'formal']"
10246.jpg,Bag,"['Handbag', 'brown']"
25297.jpg,Bag,"['Handbag', 'brown']"
51936.jpg,Bag,"['Handbag', 'red']"
14797.jpg,Bag,"['Handbag', 'red']"
58195.jpg,Bag,"['Handbag', 'white']"
53935.jpg,Bag,"['Handbag', 'brown']"
5894.jpg,Bag,"['black', 'Handbag']"
47911.jpg,Bag,"['Handbag', 'green']"
57239.jpg,Bag,"['black', 'Handbag']"
9571.jpg,Bag,"['black', 'Handbag']"
33394.jpg,Bag,"['Handbag', 'casual', 'brown']"
27726.jpg,Bag,"['Handbag', 'elegant', 'grey']"
38457.jpg,Bag,"['Handbag', 'blue', 'casual', 'red']"
34886.jpg,Bag,['Handbag']
52653.jpg,Bag,"['orange', 'Handbag', 'green', 'grey']"
58260.jpg,Bag,['Handbag']
51919.jpg,Bag,"['black', 'Handbag']"
14799.jpg,Bag,"['Handbag', 'blue', 'casual']"
25213.jpg,Bag,"['Handbag', 'pink']"
18793.jpg,Bag,"['Handbag', 'casual', 'yellow']"
47147.jpg,Bag,"['black', 'orange', 'Handbag']"
8253.jpg,Bag,"['black', 'Handbag']"
57259.jpg,Bag,"['black', 'Handbag']"
10248.jpg,Bag,"['Handbag', 'casual', 'brown']"
43572.jpg,Bag,"['black', 'Handbag', 'grey']"
25144.jpg,Bag,"['orange', 'Handbag']"
38472.jpg,Bag,"['black', 'Handbag', 'casual']"
20398.jpg,Bag,"['Handbag', 'pink', 'casual', 'brown']"
20420.jpg,Bag,"['Handbag', 'casual', 'brown', 'purple']"
54503.jpg,Bag,"['Handbag', 'blue']"
25274.jpg,Bag,"['black', 'Handbag', 'red']"
33635.jpg,Bag,"['Handbag', 'purple']"
14886.jpg,Bag,"['black', 'Handbag', 'formal']"
54384.jpg,Bag,"['Handbag', 'green']"
27692.jpg,Bag,"['Handbag', 'formal', 'yellow']"
54387.jpg,Bag,['Handbag']
34550.jpg,Bag,"['Handbag', 'pink']"
47382.jpg,Bag,"['autumn', 'Handbag', 'pink', 'elegant']"
33442.jpg,Bag,"['Handbag', 'casual']"
22007.jpg,Bag,"['Handbag', 'casual', 'brown']"
25170.jpg,Bag,"['Handbag', 'brown']"
37004.jpg,Bag,"['Handbag', 'blue']"
54808.jpg,Bag,"['Handbag', 'pink', 'white', 'brown']"
14880.jpg,Bag,"['black', 'Handbag']"
36505.jpg,Bag,"['Handbag', 'white']"
38471.jpg,Bag,"['Handbag', 'casual', 'green']"
49545.jpg,Bag,"['Handbag', 'yellow']"
25707.jpg,Bag,"['black', 'Handbag']"
20528.jpg,Bag,"['Handbag', 'blue', 'casual']"
47129.jpg,Bag,"['black', 'Handbag', 'blue']"
50236.jpg,Bag,"['Handbag', 'yellow']"
33429.jpg,Bag,['Handbag']
34768.jpg,Bag,"['Handbag', 'pink', 'white']"
42833.jpg,Bag,"['black', 'Handbag', 'formal']"
20566.jpg,Bag,"['black', 'Handbag', 'casual', 'purple']"
58282.jpg,Bag,"['black', 'Handbag', 'grey', 'purple']"
10220.jpg,Bag,"['Handbag', 'pink', 'casual']"
58175.jpg,Bag,"['Handbag', 'grey']"
53649.jpg,Bag,"['Handbag', 'grey']"
48178.jpg,Bag,['Handbag']
2662.jpg,Bag,['Handbag']
38470.jpg,Bag,"['Handbag', 'formal', 'brown']"
52626.jpg,Bag,"['black', 'Handbag']"
54397.jpg,Bag,"['Handbag', 'blue']"
26438.jpg,Bag,"['Handbag', 'blue']"
54003.jpg,Bag,"['Handbag', 'brown']"
37429.jpg,Bag,"['Handbag', 'elegant', 'purple']"
9923.jpg,Bag,"['black', 'Handbag']"
27672.jpg,Bag,"['Handbag', 'formal', 'brown']"
38444.jpg,Bag,"['Handbag', 'casual', 'green', 'brown']"
36994.jpg,Bag,"['Handbag', 'brown']"
22013.jpg,Bag,"['Handbag', 'casual', 'brown', 'grey']"
54380.jpg,Bag,"['Handbag', 'green']"
1599.jpg,Bag,"['Handbag', 'green']"
54007.jpg,Bag,"['Handbag', 'grey']"
7099.jpg,Bag,"['black', 'Handbag', 'grey']"
35899.jpg,Bag,"['Handbag', 'brown']"
29193.jpg,Bag,"['Handbag', 'casual']"
47135.jpg,Bag,"['black', 'Handbag', 'white']"
53893.jpg,Bag,"['Handbag', 'green']"
25719.jpg,Bag,"['Handbag', 'blue']"
49527.jpg,Bag,"['Handbag', 'yellow']"
25261.jpg,Bag,"['Handbag', 'yellow', 'brown']"
48192.jpg,Bag,"['Handbag', 'purple', 'formal', 'brown']"
42890.jpg,Bag,"['black', 'Handbag']"
36991.jpg,Bag,"['black', 'Handbag', 'pink']"
25298.jpg,Bag,"['black', 'Handbag']"
33434.jpg,Bag,['Handbag']
25283.jpg,Bag,"['Handbag', 'brown']"
4603.jpg,Bag,"['Handbag', 'blue', 'grey']"
21506.jpg,Bag,"['red', 'elegant', 'grey', 'black', 'Handbag']"
33632.jpg,Bag,"['Handbag', 'blue']"
48179.jpg,Bag,"['Handbag', 'green']"
54386.jpg,Bag,"['black', 'Handbag', 'grey']"
18040.jpg,Bag,"['Handbag', 'green']"
27038.jpg,Bag,"['Handbag', 'yellow']"
25399.jpg,Bag,"['black', 'Handbag']"
21942.jpg,Bag,"['Handbag', 'casual', 'brown']"
53679.jpg,Bag,"['Handbag', 'pink']"
27745.jpg,Bag,"['black', 'Handbag']"
37069.jpg,Bag,"['casual', 'Handbag', 'blue']"
5854.jpg,Bag,"['Handbag', 'pink']"
36655.jpg,Bag,"['black', 'Handbag']"
47421.jpg,Bag,"['black', 'Handbag', 'green']"
27717.jpg,Bag,"['Handbag', 'formal', 'brown']"
3385.jpg,Bag,"['Handbag', 'brown']"
44245.jpg,Bag,"['Handbag', 'brown']"
48330.jpg,Bag,"['Handbag', 'yellow']"
2649.jpg,Bag,"['black', 'Handbag', 'formal']"
25163.jpg,Bag,"['black', 'Handbag']"
17121.jpg,Bag,"['black', 'Handbag']"
9915.jpg,Bag,"['Handbag', 'white', 'formal']"
34781.jpg,Bag,"['Handbag', 'blue', 'red', 'white']"
17135.jpg,Bag,"['black', 'Handbag', 'formal']"
50184.jpg,Bag,"['Handbag', 'brown']"
3402.jpg,Bag,"['black', 'blue', 'red', 'yellow', 'Handbag', 'brown', 'grey']"
27748.jpg,Bag,"['Handbag', 'formal', 'brown']"
47146.jpg,Bag,"['black', 'green', 'white', 'Handbag', 'brown']"
51955.jpg,Bag,"['black', 'Handbag']"
54000.jpg,Bag,"['Handbag', 'white']"
25177.jpg,Bag,"['black', 'Handbag', 'brown']"
25286.jpg,Bag,"['Handbag', 'pink']"
27711.jpg,Bag,"['Handbag', 'summer', 'green']"
34551.jpg,Bag,"['black', 'Handbag']"
16766.jpg,Bag,"['Handbag', 'pink', 'green']"
57266.jpg,Bag,"['Handbag', 'red']"
53934.jpg,Bag,"['Handbag', 'brown']"
38143.jpg,Bag,"['black', 'Handbag']"
46965.jpg,Bag,"['black', 'Handbag', 'spring']"
27670.jpg,Bag,"['Handbag', 'green']"
38755.jpg,Bag,"['black', 'Handbag', 'pink', 'summer']"
38454.jpg,Bag,"['Handbag', 'casual', 'brown', 'grey']"
27665.jpg,Bag,"['Handbag', 'pink', 'formal']"
49067.jpg,Bag,"['Handbag', 'green']"
57256.jpg,Bag,"['Handbag', 'pink']"
25181.jpg,Bag,"['Handbag', 'brown']"
25240.jpg,Bag,"['Handbag', 'green', 'brown']"
48186.jpg,Bag,"['Handbag', 'yellow']"
46980.jpg,Bag,"['black', 'Handbag', 'spring']"
43280.jpg,Bag,"['Handbag', 'yellow']"
36070.jpg,Bag,"['Handbag', 'blue']"
9442.jpg,Bag,"['Handbag', 'casual', 'red']"
54040.jpg,Bag,"['black', 'Handbag', 'grey']"
14882.jpg,Bag,"['Handbag', 'casual', 'purple']"
58264.jpg,Bag,"['Handbag', 'yellow']"
15296.jpg,Bag,"['black', 'Handbag', 'casual', 'grey']"
52754.jpg,Bag,"['black', 'Handbag', 'elegant']"
10249.jpg,Bag,"['Handbag', 'brown']"
21493.jpg,Bag,"['black', 'Handbag', 'elegant', 'grey']"
58268.jpg,Bag,"['Handbag', 'green']"
33734.jpg,Bag,"['Handbag', 'blue']"
20044.jpg,Bag,"['Handbag', 'grey']"
18043.jpg,Bag,"['Handbag', 'red', 'white']"
27666.jpg,Bag,"['black', 'Handbag', 'white', 'formal']"
36665.jpg,Bag,"['Handbag', 'red', 'brown']"
14800.jpg,Bag,"['Handbag', 'brown']"
51906.jpg,Bag,"['black', 'Handbag']"
14883.jpg,Bag,"['Handbag', 'casual', 'purple']"
33369.jpg,Bag,"['Handbag', 'summer', 'formal', 'purple']"
47392.jpg,Bag,"['autumn', 'yellow', 'elegant', 'green', 'Handbag']"
21555.jpg,Bag,"['Handbag', 'elegant', 'red']"
53669.jpg,Bag,"['black', 'Handbag']"
38436.jpg,Bag,"['black', 'Handbag', 'casual']"
43281.jpg,Bag,"['Handbag', 'purple']"
47396.jpg,Bag,"['autumn', 'Handbag', 'blue', 'elegant']"
51938.jpg,Bag,"['Handbag', 'brown']"
46987.jpg,Bag,"['black', 'Handbag', 'spring', 'grey']"
34891.jpg,Bag,"['Handbag', 'pink', 'brown']"
42851.jpg,Bag,"['Handbag', 'yellow']"
10217.jpg,Bag,"['Handbag', 'pink', 'casual']"
51934.jpg,Bag,"['Handbag', 'yellow']"
22002.jpg,Bag,"['Handbag', 'casual', 'purple']"
31925.jpg,Bag,"['Handbag', 'red']"
47889.jpg,Bag,"['Handbag', 'brown']"
34765.jpg,Bag,"['black', 'Handbag', 'pink', 'yellow']"
21998.jpg,Bag,"['casual', 'Handbag', 'blue']"
25233.jpg,Bag,"['Handbag', 'blue']"
47351.jpg,Bag,"['black', 'Handbag', 'autumn', 'elegant']"
44244.jpg,Bag,"['black', 'Handbag']"
2669.jpg,Bag,"['Handbag', 'green']"
54017.jpg,Bag,"['Handbag', 'grey']"
54008.jpg,Bag,"['Handbag', 'brown']"
33422.jpg,Bag,"['Handbag', 'blue', 'casual', 'brown']"
14792.jpg,Bag,"['Handbag', 'yellow']"
58524.jpg,Bag,"['black', 'Handbag']"
34775.jpg,Bag,"['yellow', 'black', 'green', 'white', 'Handbag']"
50187.jpg,Bag,"['orange', 'Handbag', 'green']"
8234.jpg,Bag,"['Handbag', 'pink', 'casual']"
49068.jpg,Bag,"['orange', 'Handbag']"
53663.jpg,Bag,"['Handbag', 'white', 'brown']"
47888.jpg,Bag,"['Handbag', 'pink']"
22562.jpg,Bag,"['Handbag', 'casual', 'yellow']"
12733.jpg,Bag,"['Handbag', 'pink']"
38314.jpg,Bag,"['Handbag', 'pink', 'grey']"
9094.jpg,Bag,"['Handbag', 'grey']"
38696.jpg,Bag,"['Handbag', 'summer', 'yellow']"
27054.jpg,Bag,"['Handbag', 'blue']"
53687.jpg,Bag,"['Handbag', 'pink', 'yellow']"
54033.jpg,Bag,['Handbag']
24622.jpg,Bag,"['Handbag', 'elegant', 'brown']"
54805.jpg,Bag,"['Handbag', 'red', 'white']"
47143.jpg,Bag,"['pink', 'grey', 'orange', 'white', 'Handbag']"
21524.jpg,Bag,"['Handbag', 'casual']"
21485.jpg,Bag,"['Handbag', 'green', 'elegant']"
52637.jpg,Bag,"['Handbag', 'purple']"
58277.jpg,Bag,"['Handbag', 'yellow']"
27701.jpg,Bag,"['Handbag', 'formal', 'brown']"
25216.jpg,Bag,"['Handbag', 'pink']"
51931.jpg,Bag,"['Handbag', 'grey']"
14135.jpg,Bag,"['Handbag', 'blue', 'casual', 'waterproof']"
20460.jpg,Bag,"['Handbag', 'casual', 'white']"
38753.jpg,Bag,"['black', 'Handbag', 'pink', 'summer']"
15437.jpg,Bag,"['Handbag', 'brown']"
33432.jpg,Bag,"['Handbag', 'green']"
49553.jpg,Bag,"['Handbag', 'brown']"
3382.jpg,Bag,"['Handbag', 'brown']"
37433.jpg,Bag,"['Handbag', 'blue', 'elegant']"
10254.jpg,Bag,"['Handbag', 'grey']"
37858.jpg,Bag,"['black', 'Handbag']"
46972.jpg,Bag,"['Handbag', 'spring', 'purple']"
20385.jpg,Bag,"['Handbag', 'casual', 'purple']"
36507.jpg,Bag,"['Handbag', 'grey']"
58156.jpg,Bag,"['black', 'Handbag', 'white']"
53943.jpg,Bag,"['Handbag', 'brown']"
21967.jpg,Bag,"['black', 'Handbag', 'summer', 'formal']"
34772.jpg,Bag,"['Handbag', 'blue', 'yellow']"
21538.jpg,Bag,"['Handbag', 'elegant', 'purple']"
57253.jpg,Bag,"['orange', 'Handbag', 'grey']"
36662.jpg,Bag,"['black', 'Handbag', 'brown', 'purple']"
58186.jpg,Bag,"['black', 'Handbag', 'purple']"
36670.jpg,Bag,"['black', 'Handbag', 'green', 'white']"
54019.jpg,Bag,"['Handbag', 'blue', 'brown']"
10229.jpg,Bag,"['black', 'Handbag', 'casual']"
29735.jpg,Bag,"['Handbag', 'green', 'elegant']"
47359.jpg,Bag,"['autumn', 'Handbag', 'elegant', 'brown']"
20611.jpg,Bag,"['Handbag', 'casual', 'red']"
21938.jpg,Bag,"['Handbag', 'casual', 'purple']"
25293.jpg,Bag,"['Handbag', 'brown']"
47430.jpg,Bag,"['autumn', 'Handbag', 'elegant', 'brown']"
25229.jpg,Bag,"['Handbag', 'blue']"
27704.jpg,Bag,"['Handbag', 'formal', 'purple']"
49526.jpg,Bag,"['Handbag', 'yellow']"
53666.jpg,Bag,"['Handbag', 'green']"
42891.jpg,Bag,"['Handbag', 'blue', 'purple']"
52756.jpg,Bag,"['black', 'Handbag', 'elegant', 'red']"
25289.jpg,Bag,"['black', 'Handbag']"
8313.jpg,Bag,"['black', 'Handbag', 'casual']"
20386.jpg,Bag,"['black', 'Handbag', 'casual']"
54409.jpg,Bag,"['Handbag', 'purple']"
42838.jpg,Bag,"['black', 'Handbag']"
47380.jpg,Bag,"['autumn', 'Handbag', 'elegant', 'purple']"
50237.jpg,Bag,"['Handbag', 'pink']"
20619.jpg,Bag,"['Handbag', 'pink', 'casual']"
37430.jpg,Bag,"['Handbag', 'elegant', 'brown']"
43290.jpg,Bag,"['orange', 'Handbag']"
27046.jpg,Bag,"['Handbag', 'brown']"
48175.jpg,Bag,"['black', 'Handbag']"
3391.jpg,Bag,"['yellow', 'black', 'white', 'Handbag', 'brown']"
21999.jpg,Bag,"['Handbag', 'casual', 'red']"
28444.jpg,Bag,"['Handbag', 'green', 'elegant', 'yellow']"
53896.jpg,Bag,"['orange', 'Handbag', 'brown']"
25203.jpg,Bag,"['Handbag', 'yellow']"
9003.jpg,Bag,"['black', 'Handbag']"
27731.jpg,Bag,"['black', 'Handbag', 'formal']"
33444.jpg,Bag,"['Handbag', 'brown']"
47393.jpg,Bag,"['autumn', 'Handbag', 'blue', 'elegant']"
22006.jpg,Bag,"['Handbag', 'casual', 'brown']"
47133.jpg,Bag,"['Handbag', 'red', 'white']"
54499.jpg,Bag,"['Handbag', 'brown']"
51912.jpg,Bag,"['Handbag', 'pink']"
38473.jpg,Bag,"['Handbag', 'white']"
47136.jpg,Bag,"['Handbag', 'blue', 'white']"
58183.jpg,Bag,"['Handbag', 'white', 'brown']"
52648.jpg,Bag,"['black', 'Handbag', 'red']"
59430.jpg,Bag,"['Handbag', 'white']"
20399.jpg,Bag,"['Handbag', 'casual', 'brown']"
25798.jpg,Bag,"['Handbag', 'green']"
29729.jpg,Bag,"['Handbag', 'green', 'elegant']"
9093.jpg,Bag,['Handbag']
47416.jpg,Bag,['Handbag']
24651.jpg,Bag,"['Handbag', 'casual']"
34878.jpg,Bag,"['Handbag', 'blue']"
34729.jpg,Bag,"['Handbag', 'blue']"
10732.jpg,Bag,"['Handbag', 'red']"
49521.jpg,Bag,"['Handbag', 'yellow']"
21957.jpg,Bag,"['black', 'Handbag', 'casual', 'grey']"
25234.jpg,Bag,"['black', 'Handbag', 'blue']"
53897.jpg,Bag,"['Handbag', 'brown']"
50241.jpg,Bag,"['Handbag', 'blue']"
47296.jpg,Bag,"['autumn', 'yellow', 'elegant', 'Handbag', 'brown']"
36521.jpg,Bag,"['orange', 'Handbag', 'slim']"
58191.jpg,Bag,"['Handbag', 'green']"
26430.jpg,Bag,"['Handbag', 'brown']"
27669.jpg,Bag,"['Handbag', 'brown']"
54032.jpg,Bag,"['Handbag', 'grey']"
37003.jpg,Bag,"['Handbag', 'blue']"
47372.jpg,Bag,"['autumn', 'Handbag', 'elegant', 'brown']"
53720.jpg,Bag,"['Handbag', 'green']"
25227.jpg,Bag,"['Handbag', 'blue']"
39914.jpg,Bag,"['Handbag', 'pink']"
